Approval Date,Drug Name,Submission,Active Ingredients,Sponsor
03/10/2021,NINLARONDA   #208462,SUPPL-10,IXAZOMIB CITRATE,TAKEDA PHARMS USA
03/10/2021,NAPROXENANDA  #211910,ORIG-1,NAPROXEN,NOVITIUM PHARMA
03/10/2021,FOTIVDANDA   #212904,ORIG-1,TIVOZANIB HYDROCHLORIDE,AVEO PHARMS
03/10/2021,DOXYCYCLINE HYCLATEANDA  #213475,ORIG-1,DOXYCYCLINE HYCLATE,ORYZA
03/11/2021,LUPRON DEPOT-PED KITNDA   #020263,SUPPL-44,LEUPROLIDE ACETATE,ABBVIE ENDOCRINE INC
03/11/2021,LUPRON DEPOT-PED KITNDA   #020263,SUPPL-47,LEUPROLIDE ACETATE,ABBVIE ENDOCRINE INC
03/11/2021,GLUCAGENNDA   #020918,SUPPL-54,GLUCAGON HYDROCHLORIDE,NOVO NORDISK
03/11/2021,MORPHINE SULFATEANDA  #079040,SUPPL-13,MORPHINE SULFATE,ACTAVIS ELIZABETH
03/11/2021,MORPHINE SULFATEANDA  #079040,SUPPL-15,MORPHINE SULFATE,ACTAVIS ELIZABETH
03/11/2021,FABRAZYMEBLA   #103979,SUPPL-5309,AGALSIDASE BETA,GENZYME
03/11/2021,BLINCYTOBLA   #125557,SUPPL-18,BLINATUMOMAB,AMGEN
03/11/2021,BLINCYTOBLA   #125557,SUPPL-19,BLINATUMOMAB,AMGEN
03/11/2021,BLINCYTOBLA   #125557,SUPPL-20,BLINATUMOMAB,AMGEN
03/11/2021,ATOMOXETINE HYDROCHLORIDEANDA  #202682,ORIG-1,ATOMOXETINE HYDROCHLORIDE,HETERO LABS LTD V
03/11/2021,RANOLAZINEANDA  #207690,ORIG-1,RANOLAZINE,AMNEAL
03/11/2021,LYNPARZANDA   #208558,SUPPL-19,OLAPARIB,ASTRAZENECA
03/11/2021,LYNPARZANDA   #208558,SUPPL-20,OLAPARIB,ASTRAZENECA
03/11/2021,POTASSIUM CHLORIDEANDA  #211667,ORIG-1,POTASSIUM CHLORIDE,STRIDES PHARMA
03/11/2021,VILTEPSONDA   #212154,SUPPL-2,VILTOLARSEN,NIPPON SHINYAKU
03/11/2021,CLINDAMYCIN PHOSPHATEANDA  #212438,ORIG-1,CLINDAMYCIN PHOSPHATE,ENCUBE
03/11/2021,BIORPHENNDA   #212909,SUPPL-1,PHENYLEPHRINE HYDROCHLORIDE,DR REDDYS LABS SA
03/12/2021,ELMIRONNDA   #020193,SUPPL-15,PENTOSAN POLYSULFATE SODIUM,JANSSEN PHARMS
03/12/2021,CAMPATHBLA   #103948,SUPPL-5180,ALEMTUZUMAB,GENZYME
03/12/2021,LEMTRADABLA   #103948,SUPPL-5180,ALEMTUZUMAB,GENZYME
03/12/2021,BUPROPION HYDROCHLORIDEANDA  #202304,SUPPL-11,BUPROPION HYDROCHLORIDE,PRINSTON INC
03/12/2021,BUPROPION HYDROCHLORIDEANDA  #202304,SUPPL-12,BUPROPION HYDROCHLORIDE,PRINSTON INC
03/12/2021,PRAMIPEXOLE DIHYDROCHLORIDEANDA  #202633,SUPPL-8,PRAMIPEXOLE DIHYDROCHLORIDE,AUROBINDO PHARMA LTD
03/12/2021,PRAMIPEXOLE DIHYDROCHLORIDEANDA  #202633,SUPPL-9,PRAMIPEXOLE DIHYDROCHLORIDE,AUROBINDO PHARMA LTD
03/12/2021,PRAMIPEXOLE DIHYDROCHLORIDEANDA  #202633,SUPPL-11,PRAMIPEXOLE DIHYDROCHLORIDE,AUROBINDO PHARMA LTD
03/12/2021,PRAMIPEXOLE DIHYDROCHLORIDEANDA  #202633,SUPPL-13,PRAMIPEXOLE DIHYDROCHLORIDE,AUROBINDO PHARMA LTD
03/12/2021,CARMUSTINEANDA  #211202,ORIG-1,CARMUSTINE,HENGRUI PHARMA
03/12/2021,LINCOMYCIN HYDROCHLORIDEANDA  #212770,ORIG-1,LINCOMYCIN HYDROCHLORIDE,ARTHUR GRP
03/12/2021,KIMYRSANDA   #214155,ORIG-1,ORITAVANCIN DIPHOSPHATE,MELINTA THERAP
03/12/2021,SIROLIMUSANDA  #214753,ORIG-1,SIROLIMUS,ALKEM LABS LTD
03/12/2021,DARZALEXBLA   #761036,SUPPL-33,DARATUMUMAB,JANSSEN BIOTECH
03/12/2021,ZIEXTENZOBLA   #761045,SUPPL-6,PEGFILGRASTIM-BMEZ,SANDOZ INC
03/12/2021,DARZALEX FASPROBLA   #761145,SUPPL-5,DARATUMUMAB AND HYALURONIDASE-FIHJ,JANSSEN BIOTECH
03/13/2021,SPY AGENT GREEN KITNDA   #211580,SUPPL-2,INDOCYANINE GREEN,NOVADAQ TECH
03/15/2021,TAGAMET HBNDA   #020238,SUPPL-25,CIMETIDINE,MEDTECH PRODUCTS
03/15/2021,COLISTIMETHATE SODIUMANDA  #202359,SUPPL-4,COLISTIMETHATE SODIUM,AVET LIFESCIENCES
03/15/2021,PRAVASTATIN SODIUMANDA  #203367,SUPPL-5,PRAVASTATIN SODIUM,AUROBINDO PHARMA
03/15/2021,FLUDEOXYGLUCOSE F18ANDA  #203591,SUPPL-1,FLUDEOXYGLUCOSE F-18,SOFIE
03/15/2021,BUPRENORPHINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDEANDA  #204431,SUPPL-19,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,ETHYPHARM USA CORP
03/15/2021,VASOSTRICTNDA   #204485,SUPPL-17,VASOPRESSIN,ENDO OPERATIONS
03/15/2021,PALONOSETRON HYDROCHLORIDEANDA  #204615,ORIG-1,PALONOSETRON HYDROCHLORIDE,ACCORD HLTHCARE
03/15/2021,VORICONAZOLEANDA  #206747,SUPPL-5,VORICONAZOLE,CADILA
03/15/2021,VORICONAZOLEANDA  #206747,SUPPL-7,VORICONAZOLE,CADILA
03/15/2021,VORICONAZOLEANDA  #206747,SUPPL-8,VORICONAZOLE,CADILA
03/15/2021,RADICAVANDA   #209176,SUPPL-10,EDARAVONE,MITSUBISHI TANABE
03/15/2021,DIVALPROEX SODIUMANDA  #214462,ORIG-1,DIVALPROEX SODIUM,UTOPIC PHARMS
03/16/2021,ZEGERIDNDA   #021849,SUPPL-17,OMEPRAZOLE; SODIUM BICARBONATE,SALIX
03/16/2021,PIPERACILLIN AND TAZOBACTAMANDA  #065498,SUPPL-18,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,EUGIA PHARMA SPECLTS
03/16/2021,PIPERACILLIN AND TAZOBACTAMANDA  #065523,SUPPL-24,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,ISTITUTO BIO ITA SPA
03/16/2021,TELMISARTANANDA  #090032,SUPPL-5,TELMISARTAN,GLENMARK PHARMS LTD
03/16/2021,DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL MALEATEANDA  #090604,SUPPL-5,DORZOLAMIDE HYDROCHLORIDE; TIMOLOL MALEATE,SANDOZ
03/16/2021,DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL MALEATEANDA  #090604,SUPPL-6,DORZOLAMIDE HYDROCHLORIDE; TIMOLOL MALEATE,SANDOZ
03/16/2021,KEYTRUDABLA   #125514,SUPPL-91,PEMBROLIZUMAB,MERCK SHARP DOHME
03/16/2021,KEYTRUDABLA   #125514,SUPPL-93,PEMBROLIZUMAB,MERCK SHARP DOHME
03/16/2021,FYREMADELANDA  #204246,SUPPL-6,GANIRELIX ACETATE,SUN PHARM
03/16/2021,DESIPRAMINE HYDROCHLORIDEANDA  #204963,SUPPL-1,DESIPRAMINE HYDROCHLORIDE,NOVAST LABS
03/16/2021,OSELTAMIVIR PHOSPHATEANDA  #207211,SUPPL-3,OSELTAMIVIR PHOSPHATE,MACLEODS PHARMS LTD
03/16/2021,OSELTAMIVIR PHOSPHATEANDA  #207211,SUPPL-5,OSELTAMIVIR PHOSPHATE,MACLEODS PHARMS LTD
03/16/2021,OSELTAMIVIR PHOSPHATEANDA  #207211,SUPPL-8,OSELTAMIVIR PHOSPHATE,MACLEODS PHARMS LTD
03/16/2021,SYMPAZANNDA   #210833,SUPPL-2,CLOBAZAM,OTTER PHARMS
03/16/2021,XENLETANDA   #211672,SUPPL-2,LEFAMULIN ACETATE,HONG KONG
03/16/2021,XENLETANDA   #211673,SUPPL-2,LEFAMULIN ACETATE,HONG KONG
03/16/2021,DOLUTEGRAVIR SODIUMNDA   #214566,ORIG-1,DOLUTEGRAVIR SODIUM,MACLEODS PHARMS LTD
03/17/2021,PANTOPRAZOLE SODIUMANDA  #079197,SUPPL-3,PANTOPRAZOLE SODIUM,EPIC PHARMA LLC
03/17/2021,PANTOPRAZOLE SODIUMANDA  #079197,SUPPL-4,PANTOPRAZOLE SODIUM,EPIC PHARMA LLC
03/17/2021,PANTOPRAZOLE SODIUMANDA  #079197,SUPPL-5,PANTOPRAZOLE SODIUM,EPIC PHARMA LLC
03/17/2021,PANTOPRAZOLE SODIUMANDA  #079197,SUPPL-6,PANTOPRAZOLE SODIUM,EPIC PHARMA LLC
03/17/2021,EZETIMIBE AND SIMVASTATINANDA  #200909,SUPPL-4,EZETIMIBE; SIMVASTATIN,DR REDDYS LABS SA
03/17/2021,CHILDREN'S ALLEGRA ALLERGYNDA   #201373,SUPPL-11,FEXOFENADINE HYDROCHLORIDE,CHATTEM SANOFI
03/17/2021,CHILDREN'S ALLEGRA HIVESNDA   #201373,SUPPL-11,FEXOFENADINE HYDROCHLORIDE,CHATTEM SANOFI
03/17/2021,ENTECAVIRANDA  #206226,SUPPL-1,ENTECAVIR,RISING
03/17/2021,EPINEPHRINEANDA  #208908,ORIG-1,EPINEPHRINE,HOSPIRA INC
03/17/2021,SOLIFENACIN SUCCINATEANDA  #209333,SUPPL-1,SOLIFENACIN SUCCINATE,QILU
03/17/2021,TADALAFILANDA  #210255,SUPPL-2,TADALAFIL,CIPLA
03/17/2021,COLCHICINEANDA  #210425,SUPPL-1,COLCHICINE,GRANULES
03/17/2021,DECITABINEANDA  #210984,SUPPL-2,DECITABINE,NOVAST LABS
03/17/2021,DECITABINEANDA  #210984,SUPPL-4,DECITABINE,NOVAST LABS
03/17/2021,AZITHROMYCINANDA  #211318,ORIG-1,AZITHROMYCIN,PHARMOBEDIENT
03/17/2021,DEFERASIROXANDA  #214650,ORIG-1,DEFERASIROX,MSN
03/17/2021,FULPHILABLA   #761075,SUPPL-12,PEGFILGRASTIM-JMDB,MYLAN GMBH
03/18/2021,PROPYLTHIOURACILANDA  #080154,SUPPL-44,PROPYLTHIOURACIL,QUAGEN
03/18/2021,LEVOCETIRIZINE DIHYDROCHLORIDEANDA  #090229,SUPPL-17,LEVOCETIRIZINE DIHYDROCHLORIDE,SYNTHON PHARMS
03/18/2021,LEVOCETIRIZINE DIHYDROCHLORIDEANDA  #090229,SUPPL-18,LEVOCETIRIZINE DIHYDROCHLORIDE,SYNTHON PHARMS
03/18/2021,ARCALYSTBLA   #125249,SUPPL-49,RILONACEPT,"KINIKSA PHARMACEUTICALS (UK), LTD."
03/18/2021,CLINDAMYCIN PHOSPHATEANDA  #209914,SUPPL-3,CLINDAMYCIN PHOSPHATE,ENCUBE ETHICALS
03/18/2021,XOFLUZANDA   #210854,SUPPL-8,BALOXAVIR MARBOXIL,GENENTECH INC
03/18/2021,TIBSOVONDA   #211192,SUPPL-7,IVOSIDENIB,SERVIER
03/18/2021,PONVORYNDA   #213498,ORIG-1,PONESIMOD,VANDA PHARMS INC
03/18/2021,POTASSIUM CHLORIDE 10MEQANDA  #214727,ORIG-1,POTASSIUM CHLORIDE,NEXUS
03/18/2021,POTASSIUM CHLORIDE 20MEQANDA  #214727,ORIG-1,POTASSIUM CHLORIDE,NEXUS
03/18/2021,POTASSIUM CHLORIDE 40MEQANDA  #214727,ORIG-1,POTASSIUM CHLORIDE,NEXUS
03/18/2021,SARCLISABLA   #761113,SUPPL-4,ISATUXIMAB-IRFC,SANOFI AVENTIS US
03/19/2021,CUTIVATENDA   #019957,SUPPL-13,FLUTICASONE PROPIONATE,FOUGERA PHARMS
03/19/2021,UVADEXNDA   #020969,SUPPL-14,METHOXSALEN,THERAKOS DEVELOPMENT
03/19/2021,COLISTIMETHATE SODIUMANDA  #065364,SUPPL-6,COLISTIMETHATE SODIUM,FRESENIUS KABI USA
03/19/2021,TOPOTECAN HYDROCHLORIDEANDA  #091542,SUPPL-6,TOPOTECAN HYDROCHLORIDE,RISING
03/19/2021,TOPOTECAN HYDROCHLORIDEANDA  #091542,SUPPL-7,TOPOTECAN HYDROCHLORIDE,RISING
03/19/2021,TRANEXAMIC ACIDANDA  #201580,SUPPL-6,TRANEXAMIC ACID,XGEN PHARMS
03/19/2021,PICATONDA   #202833,SUPPL-13,INGENOL MEBUTATE,LEO LABS
03/19/2021,TRAVOPROSTANDA  #203767,ORIG-1,TRAVOPROST,MICRO LABS
03/19/2021,FOSAMPRENAVIR CALCIUMANDA  #204060,SUPPL-2,FOSAMPRENAVIR CALCIUM,MYLAN
03/19/2021,FOSAMPRENAVIR CALCIUMANDA  #204060,SUPPL-3,FOSAMPRENAVIR CALCIUM,MYLAN
03/19/2021,PANTOPRAZOLE SODIUMANDA  #205675,SUPPL-13,PANTOPRAZOLE SODIUM,EUGIA PHARMA
03/19/2021,FULVESTRANTANDA  #205935,SUPPL-2,FULVESTRANT,SANDOZ
03/19/2021,FULVESTRANTANDA  #205935,SUPPL-4,FULVESTRANT,SANDOZ
03/19/2021,FULVESTRANTANDA  #205935,SUPPL-5,FULVESTRANT,SANDOZ
03/19/2021,FULVESTRANTANDA  #205935,SUPPL-6,FULVESTRANT,SANDOZ
03/19/2021,OLOPATADINE HYDROCHLORIDEANDA  #206087,SUPPL-2,OLOPATADINE HYDROCHLORIDE,BAUSCH AND LOMB INC
03/19/2021,INGENOL MEBUTATEANDA  #209018,SUPPL-3,INGENOL MEBUTATE,PADAGIS ISRAEL
03/19/2021,INGENOL MEBUTATEANDA  #209019,SUPPL-3,INGENOL MEBUTATE,PADAGIS ISRAEL
03/19/2021,ATROPINE SULFATEANDA  #213424,ORIG-1,ATROPINE SULFATE,ACCORD HLTHCARE
03/19/2021,ESOMEPRAZOLE MAGNESIUMANDA  #213486,ORIG-1,ESOMEPRAZOLE MAGNESIUM,GRAVITI PHARMS
03/22/2021,EXPARELNDA   #022496,SUPPL-35,BUPIVACAINE,PACIRA PHARMS INC
03/22/2021,HYDROCODONE BITARTRATE AND ACETAMINOPHENANDA  #040148,SUPPL-75,ACETAMINOPHEN; HYDROCODONE BITARTRATE,APIL
03/22/2021,NORCOANDA  #040148,SUPPL-75,ACETAMINOPHEN; HYDROCODONE BITARTRATE,APIL
03/22/2021,KEYTRUDABLA   #125514,SUPPL-96,PEMBROLIZUMAB,MERCK SHARP DOHME
03/22/2021,SYNDROSNDA   #205525,SUPPL-9,DRONABINOL,BENUVIA OPERATIONS
03/22/2021,MIDAZOLAM IN 0.9% SODIUM CHLORIDENDA   #211844,ORIG-1,MIDAZOLAM,INFORLIFE
03/22/2021,MESALAMINEANDA  #211858,SUPPL-2,MESALAMINE,SUN PHARM
03/22/2021,MESALAMINEANDA  #211858,SUPPL-5,MESALAMINE,SUN PHARM
03/22/2021,MESALAMINEANDA  #211858,SUPPL-6,MESALAMINE,SUN PHARM
03/22/2021,DILTIAZEM HYDROCHLORIDEANDA  #212317,ORIG-1,DILTIAZEM HYDROCHLORIDE,GLENMARK PHARMS LTD
03/22/2021,ZEGALOGUENDA   #214231,ORIG-1,DASIGLUCAGON HYDROCHLORIDE,ZEALAND PHARMA
03/22/2021,ZEGALOGUE (AUTOINJECTOR)NDA   #214231,ORIG-1,DASIGLUCAGON HYDROCHLORIDE,ZEALAND PHARMA
03/22/2021,DOLUTEGRAVIR SODIUMANDA  #214397,ORIG-1,DOLUTEGRAVIR SODIUM,MACLEODS PHARMS LTD
03/22/2021,PADCEVBLA   #761137,SUPPL-7,ENFORTUMAB VEDOTIN-EJFV,ASTELLAS
03/23/2021,IMITREXNDA   #020080,SUPPL-53,SUMATRIPTAN SUCCINATE,GLAXOSMITHKLINE
03/23/2021,IMITREX STATDOSENDA   #020080,SUPPL-53,SUMATRIPTAN SUCCINATE,GLAXOSMITHKLINE
03/23/2021,IMITREXNDA   #020132,SUPPL-30,SUMATRIPTAN SUCCINATE,GLAXOSMITHKLINE
03/23/2021,NOVOLOGBLA   #020986,SUPPL-93,INSULIN ASPART RECOMBINANT,NOVO NORDISK INC
03/23/2021,NOVOLOG FLEXPENBLA   #020986,SUPPL-93,INSULIN ASPART RECOMBINANT,NOVO NORDISK INC
03/23/2021,NOVOLOG FLEXTOUCHBLA   #020986,SUPPL-93,INSULIN ASPART RECOMBINANT,NOVO NORDISK INC
03/23/2021,NOVOLOG INNOLETBLA   #020986,SUPPL-93,INSULIN ASPART RECOMBINANT,NOVO NORDISK INC
03/23/2021,NOVOLOG PENFILLBLA   #020986,SUPPL-93,INSULIN ASPART RECOMBINANT,NOVO NORDISK INC
03/23/2021,GLYBURIDE (MICRONIZED)ANDA  #074591,SUPPL-9,GLYBURIDE,STRIDES PHARMA
03/23/2021,GLYBURIDE (MICRONIZED)ANDA  #074591,SUPPL-11,GLYBURIDE,STRIDES PHARMA
03/23/2021,CARBAMAZEPINEANDA  #077272,SUPPL-17,CARBAMAZEPINE,TORRENT PHARMS
03/23/2021,CARBAMAZEPINEANDA  #077272,SUPPL-21,CARBAMAZEPINE,TORRENT PHARMS
03/23/2021,LAMOTRIGINEANDA  #090169,SUPPL-2,LAMOTRIGINE,GLENMARK PHARMS LTD
03/23/2021,LAMOTRIGINEANDA  #090169,SUPPL-3,LAMOTRIGINE,GLENMARK PHARMS LTD
03/23/2021,LAMOTRIGINEANDA  #090169,SUPPL-4,LAMOTRIGINE,GLENMARK PHARMS LTD
03/23/2021,LAMOTRIGINEANDA  #090169,SUPPL-5,LAMOTRIGINE,GLENMARK PHARMS LTD
03/23/2021,LAMOTRIGINEANDA  #090169,SUPPL-6,LAMOTRIGINE,GLENMARK PHARMS LTD
03/23/2021,LAMOTRIGINEANDA  #090169,SUPPL-7,LAMOTRIGINE,GLENMARK PHARMS LTD
03/23/2021,VALACYCLOVIR HYDROCHLORIDEANDA  #090500,SUPPL-3,VALACYCLOVIR HYDROCHLORIDE,APOTEX
03/23/2021,TIVICAYNDA   #204790,SUPPL-29,DOLUTEGRAVIR SODIUM,VIIV HLTHCARE
03/23/2021,TRIUMEQNDA   #205551,SUPPL-26,ABACAVIR SULFATE; DOLUTEGRAVIR SODIUM; LAMIVUDINE,VIIV HLTHCARE
03/23/2021,JULUCANDA   #210192,SUPPL-12,DOLUTEGRAVIR SODIUM; RILPIVIRINE HYDROCHLORIDE,VIIV HLTHCARE
03/23/2021,DOVATONDA   #211994,SUPPL-11,DOLUTEGRAVIR SODIUM; LAMIVUDINE,VIIV HLTHCARE
03/23/2021,CHLORPROMAZINE HYDROCHLORIDEANDA  #212144,ORIG-1,CHLORPROMAZINE HYDROCHLORIDE,GLENMARK PHARMS LTD
03/23/2021,ROSZETNDA   #213072,ORIG-1,EZETIMIBE; ROSUVASTATIN CALCIUM,ALTHERA PHARMS
03/23/2021,TIVICAY PDNDA   #213983,SUPPL-1,DOLUTEGRAVIR SODIUM,VIIV HLTHCARE
03/24/2021,VIRACEPTNDA   #020778,SUPPL-42,NELFINAVIR MESYLATE,AGOURON PHARMS
03/24/2021,VIRACEPTNDA   #020779,SUPPL-63,NELFINAVIR MESYLATE,AGOURON PHARMS
03/24/2021,VIRACEPTNDA   #021503,SUPPL-25,NELFINAVIR MESYLATE,AGOURON PHARMS
03/24/2021,ISTODAXNDA   #022393,SUPPL-16,ROMIDEPSIN,BRISTOL-MYERS
03/24/2021,PEGASYSBLA   #103964,SUPPL-5275,PEGINTERFERON ALFA-2A,zr pharma&
03/24/2021,DEXMEDETOMIDINE HYDROCHLORIDEANDA  #205046,SUPPL-5,DEXMEDETOMIDINE HYDROCHLORIDE,HIKMA
03/25/2021,DIASTATNDA   #020648,SUPPL-22,DIAZEPAM,BAUSCH
03/25/2021,DIASTAT ACUDIALNDA   #020648,SUPPL-22,DIAZEPAM,BAUSCH
03/25/2021,KARBINAL ERNDA   #022556,SUPPL-6,CARBINOXAMINE MALEATE,AYTU
03/25/2021,MYRBETRIQNDA   #202611,SUPPL-17,MIRABEGRON,APGDI
03/25/2021,EPLERENONEANDA  #203896,SUPPL-3,EPLERENONE,PRASCO
03/25/2021,BELSOMRANDA   #204569,SUPPL-8,SUVOREXANT,MERCK SHARP DOHME
03/25/2021,DEXMEDETOMIDINE HYDROCHLORIDEANDA  #204843,SUPPL-1,DEXMEDETOMIDINE HYDROCHLORIDE,MEITHEAL
03/25/2021,IMATINIB MESYLATEANDA  #206547,SUPPL-1,IMATINIB MESYLATE,DR REDDYS
03/25/2021,ELETRIPTAN HYDROBROMIDEANDA  #206787,SUPPL-4,ELETRIPTAN HYDROBROMIDE,STEVENS J
03/25/2021,SOLIFENACIN SUCCINATEANDA  #210224,SUPPL-1,SOLIFENACIN SUCCINATE,ALKEM LABS LTD
03/25/2021,VITRAKVINDA   #210861,SUPPL-4,LAROTRECTINIB SULFATE,BAYER HLTHCARE
03/25/2021,VITRAKVINDA   #210861,SUPPL-6,LAROTRECTINIB SULFATE,BAYER HLTHCARE
03/25/2021,VITRAKVINDA   #211710,SUPPL-4,LAROTRECTINIB SULFATE,BAYER HEALTHCARE
03/25/2021,VITRAKVINDA   #211710,SUPPL-5,LAROTRECTINIB SULFATE,BAYER HEALTHCARE
03/25/2021,SOLIFENACIN SUCCINATEANDA  #212214,SUPPL-1,SOLIFENACIN SUCCINATE,ESJAY PHARMA
03/25/2021,CARBOPROST TROMETHAMINEANDA  #213118,ORIG-1,CARBOPROST TROMETHAMINE,SUNNY
03/25/2021,MYRBETRIQ GRANULESNDA   #213801,ORIG-1,MIRABEGRON,APGDI
03/25/2021,CLOBETASOL PROPIONATEANDA  #214867,ORIG-1,CLOBETASOL PROPIONATE,TARO
03/26/2021,INDOCINNDA   #018878,SUPPL-29,INDOMETHACIN SODIUM,RECORDATI RARE
03/26/2021,NEOPROFENNDA   #021903,SUPPL-12,IBUPROFEN LYSINE,RECORDATI RARE
03/26/2021,DICLOFENAC SODIUMANDA  #075492,SUPPL-13,DICLOFENAC SODIUM,VPNA
03/26/2021,ZIPRASIDONE HYDROCHLORIDEANDA  #077560,SUPPL-13,ZIPRASIDONE HYDROCHLORIDE,LUPIN PHARMS
03/26/2021,ZIPRASIDONE HYDROCHLORIDEANDA  #077560,SUPPL-17,ZIPRASIDONE HYDROCHLORIDE,LUPIN PHARMS
03/26/2021,ZIPRASIDONE HYDROCHLORIDEANDA  #077560,SUPPL-18,ZIPRASIDONE HYDROCHLORIDE,LUPIN PHARMS
03/26/2021,ROPINIROLE HYDROCHLORIDEANDA  #077852,SUPPL-9,ROPINIROLE HYDROCHLORIDE,HIKMA
03/26/2021,ROPINIROLE HYDROCHLORIDEANDA  #077852,SUPPL-11,ROPINIROLE HYDROCHLORIDE,HIKMA
03/26/2021,COLISTIMETHATE SODIUMANDA  #201365,SUPPL-3,COLISTIMETHATE SODIUM,SAGENT PHARMS INC
03/26/2021,COLISTIMETHATE SODIUMANDA  #201365,SUPPL-4,COLISTIMETHATE SODIUM,SAGENT PHARMS INC
03/26/2021,DEXTROSE 50%ANDA  #203451,ORIG-1,DEXTROSE,INTL MEDICATION SYS
03/26/2021,VASOSTRICTNDA   #204485,SUPPL-11,VASOPRESSIN,ENDO OPERATIONS
03/26/2021,DIMETHYL FUMARATEANDA  #210436,ORIG-1,DIMETHYL FUMARATE,SOLA PHARMS
03/26/2021,CLOBETASOL PROPIONATEANDA  #211207,ORIG-1,CLOBETASOL PROPIONATE,CHARTWELL RX
03/26/2021,ERTAPENEM SODIUMANDA  #212040,ORIG-1,ERTAPENEM SODIUM,GLAND PHARMA LTD
03/29/2021,METHOTREXATE LPFNDA   #011719,SUPPL-131,METHOTREXATE SODIUM,HOSPIRA
03/29/2021,METHOTREXATE PRESERVATIVE FREENDA   #011719,SUPPL-131,METHOTREXATE SODIUM,HOSPIRA
03/29/2021,METHOTREXATE SODIUMNDA   #011719,SUPPL-131,METHOTREXATE SODIUM,HOSPIRA
03/29/2021,METHOTREXATE SODIUM PRESERVATIVE FREENDA   #011719,SUPPL-131,METHOTREXATE SODIUM,HOSPIRA
03/29/2021,DITROPAN XLNDA   #020897,SUPPL-38,OXYBUTYNIN CHLORIDE,JANSSEN PHARMS
03/29/2021,NAPROXEN SODIUMANDA  #074289,SUPPL-6,NAPROXEN SODIUM,TEVA PHARMS
03/29/2021,NAPROXEN SODIUMANDA  #074289,SUPPL-7,NAPROXEN SODIUM,TEVA PHARMS
03/29/2021,DICLOFENAC SODIUMANDA  #075281,SUPPL-9,DICLOFENAC SODIUM,AUROBINDO PHARMA USA
03/29/2021,DICLOFENAC SODIUMANDA  #075910,SUPPL-25,DICLOFENAC SODIUM,ACTAVIS ELIZABETH
03/29/2021,DICLOFENAC SODIUMANDA  #077863,SUPPL-10,DICLOFENAC SODIUM,UNIQUE
03/29/2021,DICLOFENAC SODIUMANDA  #090066,SUPPL-6,DICLOFENAC SODIUM,UNIQUE
03/29/2021,DEXMEDETOMIDINE HYDROCHLORIDEANDA  #203972,SUPPL-3,DEXMEDETOMIDINE HYDROCHLORIDE,ENDO OPERATIONS
03/29/2021,DEXMEDETOMIDINE HYDROCHLORIDEANDA  #203972,SUPPL-9,DEXMEDETOMIDINE HYDROCHLORIDE,ENDO OPERATIONS
03/29/2021,TERIFLUNOMIDEANDA  #209702,SUPPL-2,TERIFLUNOMIDE,MYLAN
03/29/2021,BUDESONIDEANDA  #210897,SUPPL-2,BUDESONIDE,LUPIN
03/29/2021,EFINACONAZOLEANDA  #212066,ORIG-1,EFINACONAZOLE,AUROBINDO PHARMA LTD
03/29/2021,DEFERIPRONEANDA  #213239,ORIG-1,DEFERIPRONE,HIKMA
03/29/2021,LEFLUNOMIDEANDA  #213652,ORIG-1,LEFLUNOMIDE,AUROBINDO PHARMA
03/29/2021,SUCCINYLCHOLINE CHLORIDEANDA  #215022,ORIG-1,SUCCINYLCHOLINE CHLORIDE,SAGENT PHARMS INC
03/30/2021,CIPRONDA   #019537,SUPPL-93,CIPROFLOXACIN HYDROCHLORIDE,BAYER HLTHCARE
03/30/2021,CIPRONDA   #020780,SUPPL-49,CIPROFLOXACIN,BAYER HLTHCARE
03/30/2021,SANDOSTATIN LARNDA   #021008,SUPPL-41,OCTREOTIDE ACETATE,NOVARTIS
03/30/2021,CIPRO XRNDA   #021473,SUPPL-43,CIPROFLOXACIN; CIPROFLOXACIN HYDROCHLORIDE,BAYER HLTHCARE
03/30/2021,DICLOFENAC SODIUMANDA  #074376,SUPPL-38,DICLOFENAC SODIUM,CHARTWELL RX
03/30/2021,DICLOFENAC SODIUMANDA  #074394,SUPPL-46,DICLOFENAC SODIUM,CHARTWELL RX
03/30/2021,EYLEABLA   #125387,SUPPL-69,AFLIBERCEPT,REGENERON PHARMACEUTICALS
03/30/2021,KEYTRUDABLA   #125514,SUPPL-106,PEMBROLIZUMAB,MERCK SHARP DOHME
03/30/2021,OPDIVOBLA   #125554,SUPPL-98,NIVOLUMAB,BRISTOL MYERS SQUIBB
03/30/2021,HEPARIN SODIUMANDA  #203852,SUPPL-6,HEPARIN SODIUM,MYLAN LABS LTD
03/30/2021,ARISTADANDA   #207533,SUPPL-21,ARIPIPRAZOLE LAUROXIL,ALKERMES INC
03/30/2021,VYXEOSNDA   #209401,SUPPL-6,CYTARABINE; DAUNORUBICIN,CELATOR PHARMS
03/30/2021,SAPROPTERIN DIHYDROCHLORIDEANDA  #209452,ORIG-1,SAPROPTERIN DIHYDROCHLORIDE,DR REDDYS
